name_tw	itemId		
浮島泉水	12633		
星極花	12634		
明膠怪的肉	12635		
雙足飛龍的翼膜	12636		
寒冰陷阱草的葉子	12637		
紫錐花	12638		
菊蒿	12639		
蒲公英	12640		
貓薄荷	12641		
芸香	12642		
香菜	12643		
皇金圓筒	12644		
薩維奈鞣革	12645		
薩維奈絹布	12646		
亞特蒙斯的肉片	12647		
金屬發條	12648		
金屬軸承	12649		
魯冰花苗	12650		
鐵巨人的殘骸	12651		
7號哥布林鋼板	12652		
東方小判金幣	12653		
玩具箱設計圖	12654		
除臭明礬	12655		
灌木樹苗	12656		
莫古利的王冠	12657		
黃昏鞣革	12658		
薩雷安木人	12670		
向日葵花叢	12671		
石蠅幼蟲	12704		
土蜘蛛	12705		
哥布林釣鉤	12706		
葉片釣鉤	12707		
紅氣球蟲	12708		
熔岩蠕蟲	12709		
惡魔蠕蟲	12710		
殘暴水蛭	12711		
巨型大蚊	12712		
碎冰魚	12713		
白雲珊瑚	12714		
冰戰神	12715		
天蟲	12716		
山峰蟹	12718		
利齒蛤蜊	12719		
湖膽	12720		
赤刺	12721		
藍螯蝦	12722		
星花	12723		
冰川核	12724		
魔角蝸牛	12725		
黑巫魚	12726		
熱破	12727		
麻伊博伊	12728		
三唇鯉	12729		
牛蛙	12730		
雲魚	12731		
馬湖瓦伊	12732		
石蚌	12733		
飄浮蛋	12734		
白影	12735		
藍天珊瑚	12736		
顯貴櫻鱒	12737		
角菊石	12738		
凸眼金魚	12739		
草魚	12740		
皮皮拉皮拉魚	12741		
倒仰鯰魚	12742		
親吻魚	12743		
法冠蛞蝓	12744		
熔岩鱟	12745		
風暴核	12746		
知識神杜父魚	12747		
基迦石斑魚	12748		
瓦努頭	12749		
圖麗魚	12750		
肺魚	12751		
虎魚	12752		
夕月天女	12753		
花崗蟹	12754		
火妖小馬	12755		
船蟲	12756		
螻蛄	12757		
莫古球球	12758		
岩漿樹	12759		
雲上騎士	12760		
德拉瓦尼亞鱸	12761		
山地魨	12762		
求雪魚	12763		
龍骨魚	12764		
冰神魚	12765		
食冰水母	12766		
多鰭魚	12767		
白麗魚	12768		
暗影鬚	12769		
哥布面具	12770		
藍色美杜莎	12771		
鱗匠螺	12772		
黑鞭	12773		
小鈍口螈	12774		
亞拉戈高位鋼盔鱟	12775		
白金魚	12776		
乙太之眼	12777		
阿濟茲魚	12778		
水晶鰭	12779		
香魚	12780		
蝴蝶魚	12781		
百鰭	12782		
秋葉魚	12783		
魔帆	12784		
天空清道夫	12785		
岩漿虱	12786		
隕龜	12787		
魔科學物質123	12788		
褐飛刀	12789		
學士貝	12790		
水劍魚	12791		
西水弓鰭魚	12792		
氣球魨	12793		
朝日天女	12794		
黃昏珊瑚	12795		
白章魚	12796		
龍魂	12797		
龍捲鯊	12798		
高風水母	12799		
化石骨舌魚	12800		
原型洛浦肯	12801		
凱門鱷	12802		
真光層巨骨舌魚	12803		
青藍之手刺魚	12804		
高天魚	12805		
瓦斯魨	12806		
魔魚	12807		
不明飛行物	12808		
溫泉醫生魚	12809		
蛉蠍	12810		
攀岩魚	12811		
鮮血跳魚	12812		
眼鏡蛇魚	12813		
飛靈	12814		
油鰻	12815		
寶石水母	12816		
戰艦魚	12817		
星碼龍蝦	12818		
內陸刺魚	12819		
熔岩鯰魚	12820		
無齒翼龍	12821		
飛翼魴	12822		
溫泉膽	12823		
櫻鱒魚	12824		
驚龜	12825		
黑魔法魚	12826		
桶眼魚	12827		
落雷鰻	12828		
飛貓殺手	12829		
哲學骨舌魚	12830		
沙利亞克鱷	12831		
熔岩王	12832		
妖精翼龍	12833		
吸血魔毯	12834		
風暴騎士	12835		
狂鬥魚	12836		
毛鱗魚	12837		
伊修加爾德奶茶	12842		
凍霧雞尾酒	12843		
熱巧克力	12844		
無花果奶凍	12845		
索姆阿爾栗子蛋糕	12846		
栗子冰糕	12847		
焦糖烤布蕾	12848		
凱撒麵包	12849		
伊修加爾德瑪芬	12850		
伊修加爾德三明治	12851		
扁桃仁牛角麵包	12852		
煎牛肝菌	12853		
傘蘑沙拉	12854		
鹽烤香魚	12855		
菌蒸皮皮拉魚	12856		
香烤湖膽	12857		
石化雞蛇肉丸	12858		
皇家蒸蛋	12859		
俄刻阿尼斯炸肉排	12860		
起司焗洋蔥湯	12861		
洛夫坦山羊湯	12862		
綠寶石湯	12863		
鮮貝羹	12864		
番茄海鮮濃湯	12865		
菜包肉	12866		
千層長頸駝焗野菜	12867		
包心卡貝基	12868		
千層長頸駝燉野菜	12869		
鮮紅羅蘭莓派	12870		
冠恐鳥蛋	12871		
俄刻阿尼斯蛋	12872		
洛夫坦山羊雪花肉	12873		
長頸駝肉	12874		
俄刻阿尼斯肉	12875		
石化雞蛇肉	12876		
小包心菜	12877		
雲海洋蔥	12878		
綠寶石豆	12879		
高地小麥	12880		
高地小麥粉	12881		
庫爾札斯茶葉	12882		
茴香	12883		
庫爾札斯青蔥	12884		
熔岩甜菜	12885		
皇家可可豆粉	12886		
美拉西迪亞芝麻	12887		
犛牛奶	12888		
伊修加爾德檸檬	12889		
蛋黃醬	12890		
樺木樹汁	12891		
樺木糖漿	12892		
毛栗子	12893		
犛牛奶油	12894		
發酵奶油	12895		
舊世界無花果	12896		
雲海香蕉	12897		
傘蘑	12898		
牛肝菌	12899		
卡貝基野菜	12900		
阿巴拉提亞岩鹽	12901		
甜扁桃	12902		
德拉瓦尼亞紅彩椒	12903		
鮮紅羅蘭莓	12904		
鮮湯寶	12905		
醬油	12906		
味噌	12907		
高地乾麵	12908		
長滿生苔的石刀	12909		
長滿生苔的石槍	12910		
長滿生苔的石盤	12911		
蒼天石	12912		
加隆德鋼	12913		
深紅附魔墨水	12914		
深紅高位附魔墨水	12915		
翠綠附魔墨水	12916		
翠綠高位附魔墨水	12917		
碧藍附魔墨水	12918		
碧藍高位附魔墨水	12919		
高純度焦炭	12931		
拉吉克硬化觸媒	12932		
靈木樹液塊	12933		
月光絲	12934		
無味獸脂	12935		
微光靈砂	12936		
曉光靈砂	12937		
大地靈砂	12938		
大樹靈砂	12939		
大海靈砂	12940		
輝銅礦	12941		
赤銅礦	12942		
德拉瓦尼亞槲寄生	12943		
阿巴拉提亞槲寄生	12944		
紅明礬	12945		
強火性岩	12966		
強雷性岩	12967		
赤玉土	12968		
灰玉土	12969		
黑土	12970		
牛至	12971		
留蘭	12972		
鼠尾草	12973		
正教裝甲	12991		
騎士禦敵外套	12996		
騎士制敵外套	12997		
騎士強襲外套	12998		
騎士精準作戰服	12999		
騎士游擊外套	13000		
騎士治癒工作服	13001		
騎士詠咒工作服	13002		
鐵巨人核心	13003		
珍木大師手鋸	13005		
鑌鐵大師鳥嘴錘	13006		
戎甲大師圓頭錘	13007		
鏤金大師工藝錘	13008		
精革大師裁皮刀	13009		
錦衣大師縫針	13010		
煉真大師蒸餾器	13011		
烹飪大師廚鍋	13012		
珍木大師皮帽	13013		
珍木大師圍裙	13014		
珍木大師手套	13015		
珍木大師工作褲	13016		
珍木大師工作靴	13017		
鑌鐵大師護目鏡	13018		
鑌鐵大師圍裙	13019		
鑌鐵大師手套	13020		
鑌鐵大師工作褲	13021		
鑌鐵大師涼鞋	13022		
戎甲大師面罩	13023		
戎甲大師圍裙	13024		
戎甲大師工作手套	13025		
戎甲大師工作褲	13026		
戎甲大師工作靴	13027		
鏤金大師頭冠	13028		
鏤金大師外衣	13029		
鏤金大師手甲	13030		
鏤金大師軟甲褲	13031		
鏤金大師涼鞋	13032		
精革大師花帽	13033		
精革大師圍裙	13034		
精革大師手套	13035		
精革大師軟甲褲	13036		
精革大師工作靴	13037		
錦衣大師禮帽	13038		
錦衣大師外套	13039		
錦衣大師手套	13040		
錦衣大師長褲	13041		
錦衣大師矮靴	13042		
煉真大師眼鏡	13043		
煉真大師長袍	13044		
煉真大師手套	13045		
煉真大師長裙	13046		
煉真大師長筒靴	13047		
烹飪大師廚帽	13048		
烹飪大師圍裙	13049		
烹飪大師手套	13050		
烹飪大師軟甲褲	13051		
烹飪大師矮靴	13052		
傭人契約	13055		
棺材板	13058		
賽菲羅特樹液	13059		
賽菲羅特魔液	13060		
美容師傳喚鈴	13061		
毛絨絨魅魔	13062		
南瓜桌台	13063		
星芒掛飾	13064		
雙星掛飾	13065		
星芒樹	13066		
東方橘籃	13067		
猴面達摩	13068		
旅行筆錄	13069		
東方午茶組合	13070		
莊園爐	13071		
莊園案板	13072		
成堆的藏書	13073		
零散的藏書	13074		
東方圓桌	13075		
瑪哈之棺	13076		
魔菇座椅	13077		
紅木隔板門	13078		
南瓜座椅	13079		
半心椅（右）	13080		
半心椅（左）	13081		
戀心床	13082		
陸行鳥綠雕	13084		
賽菲羅特之根	13088		
魔神之樹	13089		
多瑪芒草	13090		
德拉瓦尼亞絨樹	13091		
小型莫古外牆	13092		
中型莫古外牆	13093		
大型莫古外牆	13094		
綠砂內牆	13095		
莊園地板	13096		
小仙女吊燈	13097		
無瑕白染劑	13114		
煤玉黑染劑	13115		
閃耀銀染劑	13116		
閃耀金染劑	13117		
平頂帽	13256		
紅色貝雷帽	13257		
綠色貝雷帽	13258		
白色貝雷帽	13259		
典雅無框眼鏡	13262		
閱讀眼鏡	13263		
高貴緊身上衣	13266		
高貴馬褲	13267		
高貴筒靴	13268		
高貴鐘形帽	13269		
高貴澎裙禮服	13270		
高貴皮靴	13271		
鷹獵人襯衫	13272		
擊拳手套	13273		
猴面雀兒	13275		
青藍小手	13276		
獵鷹	13279		
葉小妖妖	13283		
伊弗利特之形	13284		
索恩王朝展示台	13285		
樟木禦敵項鍊	13301		
荒神鋼禦敵耳墜	13302		
樟木禦敵腕環	13303		
荒神鋼禦敵指環	13304		
樟木強攻項鍊	13305		
荒神鋼強攻耳墜	13306		
樟木強攻腕環	13307		
荒神鋼強攻指環	13308		
樟木精準項鍊	13309		
荒神鋼精準耳墜	13310		
樟木精準腕環	13311		
荒神鋼精準指環	13312		
樟木治癒項鍊	13313		
荒神鋼治癒耳墜	13314		
樟木治癒腕環	13315		
荒神鋼治癒指環	13316		
樟木詠咒項鍊	13317		
荒神鋼詠咒耳墜	13318		
樟木詠咒腕環	13319		
荒神鋼詠咒指環	13320		
騎兵火爐	13354		
多瑪風格雪屋	13355		
堅鋼投斧	13589		
翼手龍革細繩	13590		
鈦合金鏡	13591		
鈦合金方板	13592		
破魔箭	13593		
受祝箭羽	13594		
國王餅	13595		
迷你莫古利	13596		
頂級治療劑	13637		
頂級乙太藥	13638		
空賊禦敵頭盔	13640		
空賊禦敵外套	13641		
空賊禦敵手鎧	13642		
空賊禦敵鬥褲	13643		
空賊禦敵長靴	13644		
空賊制敵頭盔	13646		
空賊制敵外套	13647		
空賊制敵手鎧	13648		
空賊制敵鬥褲	13649		
空賊制敵長靴	13650		
空賊強襲面具	13652		
空賊強襲短衣	13653		
空賊強襲手套	13654		
空賊強襲軟甲褲	13655		
空賊強襲長靴	13656		
空賊精準貝雷帽	13658		
空賊精準坎肩	13659		
空賊精準手套	13660		
空賊精準五分褲	13661		
空賊精準筒靴	13662		
空賊游擊面具	13664		
空賊游擊短衣	13665		
空賊游擊手套	13666		
空賊游擊軟甲褲	13667		
空賊游擊長靴	13668		
空賊治癒航空帽	13670		
空賊治癒長衣	13671		
空賊治癒手套	13672		
空賊治癒打底褲	13673		
空賊治癒長筒靴	13674		
空賊詠咒航空帽	13676		
空賊詠咒長衣	13677		
空賊詠咒手套	13678		
空賊詠咒打底褲	13679		
空賊詠咒長筒靴	13680		
虹布緊身上衣	13682		
虹布馬褲	13683		
古鳥革筒靴	13684		
古鳥革鐘形帽	13685		
虹布澎裙禮服	13686		
古鳥革皮靴	13687		
青麻襯衫	13688		
柔彩粉染劑	13708		
黑暗紅染劑	13709		
黑暗棕染劑	13710		
柔彩綠染劑	13711		
黑暗綠染劑	13712		
柔彩藍染劑	13713		
黑暗藍染劑	13714		
柔彩紫染劑	13715		
黑暗紫染劑	13716		
金屬紅染劑	13717		
金屬橙染劑	13718		
金屬黃染劑	13719		
金屬綠染劑	13720		
金屬藍染劑	13721		
金屬靛染劑	13722		
金屬紫染劑	13723		
黑鐵鐘錘	13726		
歐洛浦肯	13727		
庫爾札斯海若螺	13728		
德拉瓦尼亞公魚	13729		
天空珊瑚	13730		
太陽帆	13731		
哥布林鱸	13732		
翼手龍	13733		
真鼻龍	13734		
珠寶球藻	13736		
雲冠鱒	13737		
風神魚	13738		
盜鬥魚	13739		
金工蟹	13740		
清蒸風神魚	13742		
芝麻餅乾	13743		
風絹	13744		
恐龍革	13745		
鷹獵人草布	13746		
鈦合金錠	13747		
雲布	13748		
翼手龍革	13749		
閃鋅礦	13750		
浮島陶石	13751		
雲冠槲寄生	13752		
雲棉	13753		
血椒	13754		
血椒種子	13755		
德拉瓦尼亞浮草	13756		
多瑪芒草苗	13757		
鐵刀木角材	13758		
似曜岩	13759		
日暮翡翠	13760		
古龍骨片	13761		
長春花	13762		
雲菇	13763		
風寡婦	13764		
舊世界無花果種子	13765		
庫爾札斯青蔥種子	13766		
小包心菜種子	13767		
庫爾札斯茶樹種子	13768		
鷹獵人打底褲	13769		
鷹獵人矮靴	13770		
巨龍革打底褲	13771		
巨龍革矮靴	13772		
皇帝的新拳套	13775		
亞拉戈劍（複製品）	13790		
亞拉戈虎爪（複製品）	13791		
亞拉戈戰斧（複製品）	13792		
亞拉戈長槍（複製品）	13793		
亞拉戈複合弓（複製品）	13794		
亞拉戈牧杖（複製品）	13795		
亞拉戈咒杖（複製品）	13796		
亞拉戈詠咒魔導書（複製品）	13797		
亞拉戈治癒魔導書（複製品）	13798		
亞拉戈小刀（複製品）	13799		
亞拉戈斷頭劍（複製品）	13800		
亞拉戈手槍（複製品）	13801		
亞拉戈天球儀（複製品）	13802		
亞拉戈圓盾（複製品）	13803		
亞拉戈頭盔（複製品）	13804		
亞拉戈重甲（複製品）	13805		
亞拉戈重手鎧（複製品）	13806		
亞拉戈重腿甲（複製品）	13807		
亞拉戈重鎖甲靴（複製品）	13808		
亞拉戈制敵面罩（複製品）	13809		
亞拉戈制敵胸甲（複製品）	13810		
亞拉戈制敵手鎧（複製品）	13811		
亞拉戈制敵軟甲褲（複製品）	13812		
亞拉戈制敵鎖甲靴（複製品）	13813		
亞拉戈強襲面罩（複製品）	13814		
亞拉戈強襲胸甲（複製品）	13815		
亞拉戈強襲手鎧（複製品）	13816		
亞拉戈強襲軟甲褲（複製品）	13817		
亞拉戈強襲鎖甲靴（複製品）	13818		
亞拉戈精準面罩（複製品）	13819		
亞拉戈精準胸甲（複製品）	13820		
亞拉戈精準手鎧（複製品）	13821		
亞拉戈精準軟甲褲（複製品）	13822		
亞拉戈精準鎖甲靴（複製品）	13823		
亞拉戈治癒頭冠（複製品）	13824		
亞拉戈治癒束腰衣（複製品）	13825		
亞拉戈治癒手套（複製品）	13826		
亞拉戈治癒軟甲褲（複製品）	13827		
亞拉戈治癒法靴（複製品）	13828		
亞拉戈詠咒頭冠（複製品）	13829		
亞拉戈詠咒束腰衣（複製品）	13830		
亞拉戈詠咒手套（複製品）	13831		
亞拉戈詠咒軟甲褲（複製品）	13832		
亞拉戈詠咒法靴（複製品）	13833		
亞拉戈高位鳶盾（複製品）	13834		
亞拉戈高位長刀（複製品）	13835		
亞拉戈高位虎爪（複製品）	13836		
亞拉戈高位戰斧（複製品）	13837		
亞拉戈高位長槍（複製品）	13838		
亞拉戈高位複合弓（複製品）	13839		
亞拉戈高位手杖（複製品）	13840		
亞拉戈高位長杖（複製品）	13841		
亞拉戈高位詠咒魔導書（複製品）	13842		
亞拉戈高位治癒魔導書（複製品）	13843		
亞拉戈高位輝刀（複製品）	13844		
亞拉戈高位斷頭劍（複製品）	13845		
亞拉戈高位手槍（複製品）	13846		
亞拉戈高位天球儀（複製品）	13847		
亞拉戈高位禦敵頭冠（複製品）	13848		
亞拉戈高位重長衣（複製品）	13849		
亞拉戈高位禦敵手鎧（複製品）	13850		
亞拉戈高位禦敵軟甲褲（複製品）	13851		
亞拉戈高位禦敵鎧靴（複製品）	13852		
亞拉戈高位制敵頭甲（複製品）	13853		
亞拉戈高位制敵胸甲（複製品）	13854		
亞拉戈高位制敵手鎧（複製品）	13855		
亞拉戈高位制敵軟甲褲（複製品）	13856		
亞拉戈高位制敵鎧靴（複製品）	13857		
亞拉戈高位強襲頭甲（複製品）	13858		
亞拉戈高位強襲胸甲（複製品）	13859		
亞拉戈高位強襲手鎧（複製品）	13860		
亞拉戈高位強襲軟甲褲（複製品）	13861		
亞拉戈高位強襲鎧靴（複製品）	13862		
亞拉戈高位精準口罩（複製品）	13863		
亞拉戈高位精準長衣（複製品）	13864		
亞拉戈高位精準手套（複製品）	13865		
亞拉戈高位精準馬褲（複製品）	13866		
亞拉戈高位精準筒靴（複製品）	13867		
亞拉戈高位治癒頭冠（複製品）	13868		
亞拉戈高位治癒長衣（複製品）	13869		
亞拉戈高位治癒手套（複製品）	13870		
亞拉戈高位治癒喇叭褲（複製品）	13871		
亞拉戈高位治癒長靴（複製品）	13872		
亞拉戈高位詠咒口罩（複製品）	13873		
亞拉戈高位詠咒長衣（複製品）	13874		
亞拉戈高位詠咒手套（複製品）	13875		
亞拉戈高位詠咒馬褲（複製品）	13876		
亞拉戈高位詠咒筒靴（複製品）	13877		
龍神禦敵戰冠（複製品）	13892		
龍神禦敵戰甲（複製品）	13893		
龍神禦敵手鎧（複製品）	13894		
龍神禦敵垮褲（複製品）	13895		
龍神禦敵鎧靴（複製品）	13896		
龍神制敵開面盔（複製品）	13897		
龍神制敵戰鎧（複製品）	13898		
龍神制敵臂甲（複製品）	13899		
龍神制敵馬褲（複製品）	13900		
龍神制敵脛甲（複製品）	13901		
龍神強襲頭冠（複製品）	13902		
龍神強襲鬥服（複製品）	13903		
龍神強襲手套（複製品）	13904		
龍神強襲長褲（複製品）	13905		
龍神強襲筒靴（複製品）	13906		
龍神精準禮帽（複製品）	13907		
龍神精準罩衣（複製品）	13908		
龍神精準臂甲（複製品）	13909		
龍神精準馬褲（複製品）	13910		
龍神精準脛甲（複製品）	13911		
龍神治癒兜帽（複製品）	13912		
龍神治癒長袍（複製品）	13913		
龍神治癒手套（複製品）	13914		
龍神治癒束腳褲（複製品）	13915		
龍神治癒皮靴（複製品）	13916		
龍神詠咒闊邊帽（複製品）	13917		
龍神詠咒長袍（複製品）	13918		
龍神詠咒手套（複製品）	13919		
龍神詠咒燈籠褲（複製品）	13920		
龍神詠咒法靴（複製品）	13921		
龍神游擊頭冠（複製品）	13922		
龍神游擊鬥服（複製品）	13923		
龍神游擊手套（複製品）	13924		
龍神游擊長褲（複製品）	13925		
龍神游擊筒靴（複製品）	13926		
威爾特甘斯級船體	14003		
威爾特甘斯級靈翼	14004		
威爾特甘斯級船首	14005		
威爾特甘斯級船尾	14006		
古典玫瑰種子	14007		
海濱裝飾花瓶	14008		
林間裝飾花瓶	14009		
綠洲裝飾花瓶	14010		
緋紅色油粕	14011		
青藍色油粕	14012		
金黃色油粕	14013		
管弦樂琴	14045		
毛絨絨洋蔥王子	14047		
布丁落地燈	14048		
布丁地毯	14049		
布丁沙發	14050		
布丁圓桌	14051		
伊修加爾德晚餐組合	14052		
高貴晚餐組合	14053		
海濱花盆	14055		
林間花盆	14056		
綠洲花盆	14057		
古代野獸的頭骨標本	14058		
古代野獸的骨骼標本	14059		
古代野獸的尾骨標本	14060		
仙人掌綠雕	14061		
預言蛋巨塔	14062		
蒲公英花叢	14063		
綠蔭拱橋	14064		
添水	14065		
浮士德木人	14066		
伊修加爾德枝形吊燈	14068		
伊修加爾德地板	14069		
伊修加爾德內牆	14070		
紅色古典玫瑰	14071		
藍色古典玫瑰	14072		
黃色古典玫瑰	14073		
綠色古典玫瑰	14074		
橙色古典玫瑰	14075		
紫色古典玫瑰	14076		
白色古典玫瑰	14077		
黑色古典玫瑰	14078		
混色古典玫瑰	14079		
賽菲羅特裝甲	14080		
祖角笛	14083		
迦樓羅之形	14093		
泰坦之形	14094		
利維坦之形	14095		
卡爾克	14098		
藍閃蝶	14100		
芬里爾幼獸	14103		
果香特飲	14134		
蘋果卷	14135		
風味拌細麵	14136		
山珍番茄麵	14137		
洛夫坦山羊排	14138		
油封牡蠣	14139		
燉鮟鱇	14140		
糖沼鯥	14141		
金蘋果	14142		
至日大蒜	14143		
完熟橄欖油	14144		
洛夫坦山羊里肌	14145		
光銀錠	14146		
荒神靈銀	14147		
光銀礦	14148		
荒神鋼錠	14149		
荒神合金	14150		
菱鋅礦	14151		
荒神布	14152		
荒神纖維	14153		
雪棉	14154		
荒神革	14155		
荒神精革	14156		
硬化樟木木材	14157		
樟木木材	14158		
樟木原木	14159		
樟木枝	14160		
樟腦	14161		
哥布林樹脂	14164		
3級剛力鍊金溶劑	14171		
3級巧力鍊金溶劑	14172		
3級耐力鍊金溶劑	14173		
3級智力鍊金溶劑	14174		
3級意力鍊金溶劑	14175		
剛力之仙藥	14176		
巧力之仙藥	14177		
耐力之仙藥	14178		
智力之仙藥	14179		
意力之仙藥	14180		
1級空白管弦樂琴樂譜	14181		
2級空白管弦樂琴樂譜	14182		
3級空白管弦樂琴樂譜	14183		
光銀塊	14184		
刺繡針	14186		
獅鷲革細繩	14187		
刺繡線	14188		
角粉	14189		
枯角	14190		
琥珀火焰蜥蜴	14211		
沼鯥	14212		
棉雲魟	14213		
夜翼魚龍	14214		
熔岩蝸牛	14215		
祭司魚	14216		
庫爾札斯牡蠣	14217		
古象鼻魚	14218		
妖禍克拉肯	14219		
鱗鯰	14220		
管弦樂琴樂譜：水車低鳴	14222		
管弦樂琴樂譜：偉大的母港	14223		
管弦樂琴樂譜：希望之都	14224		
管弦樂琴樂譜：監牢	14225		
管弦樂琴樂譜：砂之家	14226		
管弦樂琴樂譜：再來一杯！	14229		
管弦樂琴樂譜：華彩的山麓	14230		
管弦樂琴樂譜：雲中匿影	14231		
管弦樂琴樂譜：唯一的行路	14234		
管弦樂琴樂譜：走向世界	14235		
管弦樂琴樂譜：揮汗如雨	14237		
管弦樂琴樂譜：堅毅	14238		
管弦樂琴樂譜：以血洗血	14239		
管弦樂琴樂譜：餓狼群集	14240		
管弦樂琴樂譜：激潮	14241		
管弦樂琴樂譜：漆黑的誓言	14242		
管弦樂琴樂譜：黑暗的擁抱	14243		
管弦樂琴樂譜：風暴中的燈火	14244		
管弦樂琴樂譜：異想天開	14245		
管弦樂琴樂譜：上下易位	14246		
管弦樂琴樂譜：魔大戰的傷痕	14247		
管弦樂琴樂譜：諸神已死	14250		
管弦樂琴樂譜：原始的審判	14251		
管弦樂琴樂譜：墮天使	14252		
管弦樂琴樂譜：重壓滅頂	14253		
管弦樂琴樂譜：英傑	14254		
管弦樂琴樂譜：魔神	14255		
管弦樂琴樂譜：傲慢	14256		
管弦樂琴樂譜：一落千丈	14257		
管弦樂琴樂譜：絢爛	14258		
管弦樂琴樂譜：多加與烏內之心	14259		
管弦樂琴樂譜：暗淡	14260		
管弦樂琴樂譜：最後的死鬥	14261		
管弦樂琴樂譜：悠久之風	14262		
管弦樂琴樂譜：雷鳴	14263		
管弦樂琴樂譜：白銀凶鳥展翅翱翔	14264		
管弦樂琴樂譜：死灰復燃	14265		
管弦樂琴樂譜：鬥爭	14266		
管弦樂琴樂譜：Answers -生死答問-	14267		
陳舊的樂譜：再來一杯！	14268		
陳舊的樂譜：華彩的山麓	14269		
陳舊的樂譜：雲中匿影	14270		
陳舊的樂譜：唯一的行路	14271		
陳舊的樂譜：走向世界	14272		
陳舊的樂譜：以血洗血	14273		
陳舊的樂譜：餓狼群集	14274		
陳舊的樂譜：激潮	14275		
陳舊的樂譜：漆黑的誓言	14276		
陳舊的樂譜：黑暗的擁抱	14277		
陳舊的樂譜：風暴中的燈火	14278		
陳舊的樂譜：異想天開	14279		
陳舊的樂譜：上下易位	14280		
陳舊的樂譜：魔大戰的傷痕	14281		
陳舊的樂譜：諸神已死	14282		
陳舊的樂譜：原始的審判	14283		
陳舊的樂譜：墮天使	14284		
陳舊的樂譜：重壓滅頂	14285		
陳舊的樂譜：英傑	14286		
陳舊的樂譜：魔神	14287		
陳舊的樂譜：傲慢	14288		
陳舊的樂譜：一落千丈	14289		
陳舊的樂譜：絢爛	14290		
陳舊的樂譜：多加與烏內之心	14291		
陳舊的樂譜：暗淡	14292		
陳舊的樂譜：最後的死鬥	14293		
陳舊的樂譜：雷鳴	14294		
陳舊的樂譜：白銀凶鳥展翅翱翔	14295		
陳舊的樂譜：死灰復燃	14296		
陳舊的樂譜：Answers -生死答問-	14297		
光銀禦敵頭盔	14712		
光銀禦敵胸甲	14713		
光銀禦敵手鎧	14714		
荒神革禦敵馬褲	14715		
光銀禦敵鎧靴	14716		
荒神革制敵頭甲	14717		
荒神革制敵護甲	14718		
荒神革制敵護臂	14719		
荒神布制敵襯褲	14720		
荒神革制敵腿甲靴	14721		
荒神革強襲頭甲	14722		
荒神革強襲護甲	14723		
荒神革強襲護臂	14724		
荒神布強襲襯褲	14725		
荒神革強襲腿甲靴	14726		
荒神布精準狩獵帽	14727		
荒神布精準棉甲	14728		
荒神布精準袖套	14729		
荒神布精準及膝褲	14730		
荒神革精準高筒靴	14731		
荒神布游擊狩獵帽	14732		
荒神布游擊棉甲	14733		
荒神布游擊袖套	14734		
荒神布游擊及膝褲	14735		
荒神革游擊高筒靴	14736		
荒神布治癒狩獵帽	14737		
荒神布治癒棉甲	14738		
荒神布治癒袖套	14739		
荒神布治癒長裙	14740		
荒神革治癒長靴	14741		
荒神革詠咒頭甲	14742		
荒神革詠咒護甲	14743		
荒神革詠咒護臂	14744		
荒神布詠咒長裙	14745		
荒神革詠咒長靴	14746		
遠征外套	14830		
遠征腿套	14831		
遠征狩獵靴	14832		
遠征罩衣	14833		
遠征手套	14834		
遠征熱褲	14835		
遠征長靴	14836		
遠征護耳帽	14837		
紅色古典玫瑰頭花	14841		
藍色古典玫瑰頭花	14842		
黃色古典玫瑰頭花	14843		
綠色古典玫瑰頭花	14844		
橙色古典玫瑰頭花	14845		
紫色古典玫瑰頭花	14846		
白色古典玫瑰頭花	14847		
黑色古典玫瑰頭花	14848		
混色古典玫瑰頭花	14849		
聖蜥蜴革背心	14850		
聖蜥蜴革馬褲	14851		
駿鷹革護胸	14852		
駿鷹革短褲	14853		
聖蜥蜴革短裙	14868		
聖蜥蜴革外套	14869		
邪鬼長靴	14894		
毛絨絨茄子騎士	14900		
毛絨絨蒜頭明星	14901		
毛絨絨番茄國王	14902		
毛絨絨曼德拉王后	14903		
長頸駝革外套	14924		
青麻腿套	14925		
長頸駝革狩獵靴	14926		
青麻短袖罩衣	14927		
暗長頸駝革手套	14928		
青麻熱褲	14929		
長頸駝革長靴	14930		
古董毯	14931		
古董革	14932		
八面硼砂	14933		
古代野獸的化石片	14934		
超硬加隆德鋼	14935		
浮士德裝甲板	14936		
靈獸的角粉	14937		
風絹無簷帽	14939		
風絹短上衣	14940		
恐龍革手套	14941		
風絹打底褲	14942		
恐龍革禮鞋	14943		
光銀沙	14955		
淡雪棉	14956		
樟木古樹	14957		
亞拉戈法杖（複製品）	15097		
亞拉戈乙太石：武器	15098		
亞拉戈乙太石：頭部防具	15099		
亞拉戈乙太石：身體防具	15100		
亞拉戈乙太石：手部防具	15101		
亞拉戈乙太石：腿部防具	15102		
亞拉戈乙太石：腳部防具	15103		
亞拉戈高位乙太石：武器	15104		
亞拉戈高位乙太石：頭部防具	15105		
亞拉戈高位乙太石：身體防具	15106		
亞拉戈高位乙太石：手部防具	15107		
亞拉戈高位乙太石：腿部防具	15108		
亞拉戈高位乙太石：腳部防具	15109		
新秀項環	15130		
新秀耳環	15131		
新秀手鏈	15132		
新秀指環	15133		
博古架	15143		
洗面台	15144		
毛絨絨小熊	15145		
伊修加爾德早餐組合	15146		
